time,activityType,lapNumber,distance,speed,calories,lat,long,elevation,heartRate,cycles
1694,1,1,12382.83,7.31,390,53.195308,6.623758,-2.2,132,
1695,1,1,12390.3,7.29,390,53.195352,6.623677,-2.2,132,
1696,1,1,12397.94,7.27,391,53.195396,6.623595,-2.3,132,
1697,1,1,12405.65,7.27,391,53.195441,6.623513,-2.4,133,
1698,1,1,12411.57,7.27,391,53.195486,6.623431,-2.5,133,
1699,1,1,12419.16,7.27,391,53.195532,6.623348,-2.6,132,
1700,1,1,12426.99,7.3,391,53.195578,6.623265,-2.6,132,
1701,1,1,12434.97,7.33,392,53.195625,6.623182,-2.6,132,
1702,1,1,12442.91,7.37,392,53.195672,6.623099,-2.5,132,
1703,1,1,12448.74,7.4,392,53.195719,6.623017,-2.5,132,
1704,1,1,12456.54,7.42,392,53.195765,6.622934,-2.4,131,
1705,1,1,12464.18,7.44,393,53.195811,6.622852,-2.4,131,
1706,1,1,12471.74,7.45,393,53.195856,6.622771,-2.2,130,
1707,1,1,12479.35,7.45,393,53.1959,6.622691,-2.0,129,
1708,1,1,12486.67,7.44,393,53.195945,6.622612,-1.8,129,
1709,1,1,12494.2,7.43,394,53.19599,6.622534,-1.6,128,
1710,1,1,12501.64,7.42,394,53.196035,6.622458,-1.5,128,
1711,1,1,12509.07,7.38,394,53.196081,6.622383,-1.5,127,
1712,1,1,12516.46,7.34,394,53.196128,6.62231,-1.5,127,
1713,1,1,12523.34,7.3,395,53.196175,6.622238,-1.4,127,
1714,1,1,12530.8,7.26,395,53.196223,6.622166,-1.4,126,
1715,1,1,12538.24,7.23,395,53.196271,6.622094,-1.5,126,
1716,1,1,12545.62,7.21,395,53.196318,6.622022,-1.5,125,
1717,1,1,12552.83,7.18,395,53.196361,6.621948,-1.6,125,
1718,1,1,12558.9,7.14,396,53.196397,6.621868,-1.7,126,
1719,1,1,12565.48,7.09,396,53.196424,6.621783,-1.8,126,
1720,1,1,12571.6,7.0,396,53.196451,6.621704,-1.9,126,
1721,1,1,12577.46,6.89,396,53.196477,6.621635,-2.0,127,
1722,1,1,12583.1,6.76,396,53.196478,6.621553,-2.1,126,
1723,1,1,12592.64,6.66,397,53.196475,6.621457,-2.1,127,
1724,1,1,12599.89,6.58,397,53.196496,6.621358,-2.2,127,
1725,1,1,12607.5,6.54,397,53.196535,6.621267,-2.3,128,
1726,1,1,12615.38,6.52,397,53.196581,6.621181,-2.5,128,
1727,1,1,12623.31,6.55,398,53.196629,6.621096,-2.6,128,
1728,1,1,12623.31,6.62,398,53.196675,6.62101,-2.8,128,
1729,1,1,12623.31,6.73,398,53.196719,6.620922,-2.8,128,
1730,1,1,12631.18,7.64,398,53.196763,6.620832,-2.8,126,
1731,1,1,12638.99,7.64,398,53.196804,6.62074,-2.7,126,
1732,1,1,12646.82,7.65,398,53.196843,6.620645,-2.6,124,
1733,1,1,12659.06,7.63,399,53.196879,6.620548,-2.6,124,
1734,1,1,12666.9,7.64,399,53.196913,6.620448,-2.5,124,
1735,1,1,12674.78,7.66,399,53.196945,6.620346,-2.5,124,
1736,1,1,12682.7,7.68,400,53.196975,6.620242,-2.5,123,
1737,1,1,12690.68,7.73,400,53.197002,6.620135,-2.5,124,
1738,1,1,12696.98,7.76,400,53.197027,6.620026,-2.6,125,
1739,1,1,12705.0,7.79,400,53.197051,6.619916,-2.6,125,
1740,1,1,12713.02,7.8,401,53.197073,6.619805,-2.6,126,
1741,1,1,12721.04,7.8,401,53.197095,6.619694,-2.7,126,
1742,1,1,12729.05,7.79,401,53.197117,6.619583,-2.7,126,
1743,1,1,12735.34,7.76,401,53.197139,6.619473,-2.7,126,
1744,1,1,12743.26,7.73,402,53.197162,6.619364,-2.7,126,
1745,1,1,12751.14,7.69,402,53.197185,6.619256,-2.7,126,
1746,1,1,12758.98,7.66,402,53.197206,6.619147,-2.7,125,
1747,1,1,12766.87,7.66,402,53.197225,6.619037,-2.7,125,
1748,1,1,12774.08,7.69,403,53.19724,6.618924,-2.7,125,
1749,1,1,12782.08,7.72,403,53.19725,6.618809,-2.7,125,
1750,1,1,12790.06,7.74,403,53.197254,6.618693,-2.8,125,
1751,1,1,12797.99,7.72,403,53.197254,6.618576,-2.8,125,
1752,1,1,12805.88,7.7,404,53.197249,6.618461,-2.9,125,
1753,1,1,12812.34,7.7,404,53.197238,6.618348,-2.9,125,
1754,1,1,12820.26,7.69,404,53.197222,6.618237,-2.8,125,
1755,1,1,12828.22,7.69,404,53.1972,6.618127,-2.7,126,
1756,1,1,12836.23,7.7,405,53.197173,6.618019,-2.7,127,
1757,1,1,12844.33,7.72,405,53.197144,6.617911,-2.6,128,
1758,1,1,12850.31,7.73,405,53.197114,6.617803,-2.5,128,
1759,1,1,12883.73,7.75,405,53.197086,6.617694,-2.3,129,
1760,1,1,12896.88,7.77,406,53.19706,6.617583,-2.2,129,
1761,1,1,12904.86,7.79,406,53.197037,6.617472,-2.1,130,
1762,1,1,12912.82,7.8,406,53.197017,6.617359,-2.1,130,
1763,1,1,12920.69,7.82,406,53.197,6.617246,-2.0,130,
1764,1,1,12928.46,7.83,407,53.196986,6.617132,-2.0,130,
1765,1,1,12936.14,7.83,407,53.196977,6.617017,-1.9,129,
1766,1,1,12943.81,7.82,407,53.19697,6.616902,-1.8,129,
1767,1,1,12951.71,7.81,407,53.196968,6.616788,-1.7,129,
1768,1,1,12959.53,7.79,408,53.196969,6.616674,-1.6,128,
1769,1,1,12967.32,7.77,408,53.196975,6.616561,-1.5,128,
1770,1,1,12975.08,7.74,408,53.196984,6.616449,-1.4,128,
1771,1,1,12975.08,7.7,408,53.196996,6.616338,-1.2,127,
1772,1,1,12975.08,7.67,408,53.197013,6.616229,-1.1,127,
1773,1,1,12982.87,7.64,408,53.197031,6.61612,-0.9,127,
1774,1,1,12990.65,7.62,409,53.197052,6.616012,-0.8,128,
1775,1,1,12998.48,7.61,409,53.197075,6.615904,-0.6,128,
1776,1,1,12998.48,7.6,409,53.197098,6.615797,-0.4,128,
1777,1,1,12998.48,7.59,409,53.197121,6.61569,-0.3,129,
1778,1,1,13006.33,7.59,409,53.197144,6.615583,-0.1,129,
1779,1,1,13014.12,7.58,410,53.197167,6.615476,0.0,129,
1780,1,1,13021.92,7.58,410,53.19719,6.615369,0.2,129,
1781,1,1,13027.0,7.58,410,53.197213,6.615262,0.3,129,
1782,1,1,13034.83,7.58,410,53.197237,6.615156,0.5,130,
1783,1,1,13042.65,7.59,410,53.197261,6.615049,0.7,130,
1784,1,1,13050.47,7.59,411,53.197285,6.614944,0.8,130,
1785,1,1,13058.3,7.59,411,53.19731,6.614838,1.0,131,
1786,1,1,13064.87,7.59,411,53.197335,6.614732,1.2,131,
1787,1,1,13072.69,7.59,411,53.19736,6.614626,1.4,132,
1788,1,1,13080.5,7.59,412,53.197385,6.614518,1.5,132,
1789,1,1,13088.43,7.6,412,53.197411,6.61441,1.7,133,
1790,1,1,13096.45,7.61,412,53.197436,6.6143,1.8,133,
1791,1,1,13102.9,7.63,412,53.19746,6.61419,2.0,132,
1792,1,1,13110.97,7.66,413,53.197485,6.61408,2.1,133,
1793,1,1,13119.06,7.68,413,53.19751,6.61397,2.2,134,
1794,1,1,13127.13,7.71,413,53.197535,6.613859,2.3,135,
1795,1,1,13135.2,7.74,413,53.19756,6.613749,2.4,135,
1796,1,1,13141.56,7.76,414,53.197585,6.613639,2.4,135,
1797,1,1,13149.63,7.79,414,53.197609,6.613529,2.4,136,
1798,1,1,13157.7,7.81,414,53.197634,6.61342,2.4,136,
1799,1,1,13165.71,7.83,414,53.197659,6.613311,2.4,136,
1800,1,1,13173.71,7.83,415,53.197683,6.613202,2.3,135,
1801,1,1,13180.82,7.83,415,53.197708,6.613093,2.1,135,
1802,1,1,13188.73,7.82,415,53.197733,6.612986,2.0,135,
1803,1,1,13196.54,7.8,415,53.197757,6.612878,1.9,135,
1804,1,1,13204.31,7.78,416,53.197782,6.612771,1.8,135,
1805,1,1,13212.06,7.76,416,53.197807,6.612665,1.7,134,
1806,1,1,13219.72,7.74,416,53.197831,6.612558,1.6,134,
1807,1,1,13227.55,7.72,416,53.197856,6.612452,1.5,134,
1808,1,1,13235.43,7.7,417,53.19788,6.612345,1.4,134,
1809,1,1,13243.34,7.68,417,53.197905,6.612238,1.4,134,
1810,1,1,13251.29,7.67,417,53.19793,6.61213,1.3,134,
1811,1,1,13257.9,7.67,417,53.197955,6.612021,1.2,135,
1812,1,1,13266.04,7.67,418,53.197979,6.611911,1.1,135,
1813,1,1,13274.18,7.68,418,53.198004,6.6118,1.1,136,
1814,1,1,13282.41,7.71,418,53.198029,6.611689,1.0,136,
1815,1,1,13290.44,7.74,418,53.198053,6.611578,0.9,136,
1816,1,1,13296.55,7.76,419,53.198078,6.611467,0.8,135,
1817,1,1,13304.5,7.78,419,53.198103,6.611357,0.7,134,
1818,1,1,13312.49,7.8,419,53.198127,6.611246,0.6,134,
1819,1,1,13320.44,7.81,419,53.198152,6.611136,0.5,134,
1820,1,1,13328.42,7.82,420,53.198176,6.611025,0.4,134,
1821,1,1,13335.84,7.82,420,53.198201,6.610915,0.2,133,
1822,1,1,13343.96,7.82,420,53.198226,6.610804,0.1,134,
1823,1,1,13352.1,7.82,420,53.19825,6.610694,0.1,134,
1824,1,1,13360.34,7.83,421,53.198275,6.610583,0.1,134,
1825,1,1,13368.63,7.84,421,53.1983,6.610472,0.0,134,
1826,1,1,13375.04,7.86,421,53.198325,6.61036,0.0,134,
1827,1,1,13383.36,7.89,421,53.198351,6.610248,0.0,134,
1828,1,1,13391.66,7.92,422,53.198376,6.610135,-0.1,134,
1829,1,1,13399.96,7.95,422,53.198402,6.610023,-0.1,135,
1830,1,1,13408.25,7.97,422,53.198428,6.60991,0.0,135,
1831,1,1,13414.89,8.0,423,53.198454,6.609797,0.1,135,
1832,1,1,13423.15,8.02,423,53.198479,6.609685,0.2,135,
1833,1,1,13431.37,8.03,423,53.198505,6.609572,0.3,135,
1834,1,1,13439.52,8.04,423,53.198531,6.60946,0.4,134,
1835,1,1,13447.67,8.03,424,53.198557,6.609348,0.5,134,
1836,1,1,13455.04,8.02,424,53.198582,6.609237,0.6,134,
1837,1,1,13463.14,8.0,424,53.198607,6.609127,0.7,134,
1838,1,1,13471.23,7.99,424,53.198633,6.609017,0.8,134,
1839,1,1,13479.26,7.96,425,53.198658,6.608908,0.8,133,
1840,1,1,13487.26,7.94,425,53.198683,6.6088,0.8,132,
1841,1,1,13494.74,7.91,425,53.198708,6.608691,0.9,132,
1842,1,1,13502.68,7.89,425,53.198732,6.608583,0.9,133,
1843,1,1,13510.66,7.86,426,53.198757,6.608475,0.9,133,
1844,1,1,13518.62,7.84,426,53.198782,6.608367,0.9,134,
1845,1,1,13526.59,7.81,426,53.198807,6.608259,0.9,134,
1846,1,1,13533.83,7.8,426,53.198833,6.60815,0.8,134,
1847,1,1,13541.95,7.79,427,53.198858,6.608041,0.7,134,
1848,1,1,13550.05,7.79,427,53.198884,6.607931,0.7,134,
1849,1,1,13558.12,7.79,427,53.19891,6.60782,0.6,134,
1850,1,1,13566.2,7.8,427,53.198935,6.607709,0.6,134,
1851,1,1,13572.72,7.8,428,53.198959,6.607597,0.5,134,
1852,1,1,13580.79,7.81,428,53.198981,6.607485,0.4,134,
1853,1,1,13588.88,7.82,428,53.199002,6.607372,0.4,134,
1854,1,1,13597.02,7.83,428,53.199023,6.607259,0.3,135,
1855,1,1,13605.2,7.85,429,53.199046,6.607147,0.3,135,
1856,1,1,13611.99,7.86,429,53.199072,6.607035,0.2,136,
1857,1,1,13620.19,7.88,429,53.1991,6.606926,0.2,136,
1858,1,1,13628.3,7.88,430,53.19913,6.60682,0.1,137,
1859,1,1,13636.27,7.88,430,53.199159,6.606714,0.0,137,
1860,1,1,13644.18,7.88,430,53.199185,6.606607,0.1,137,
1861,1,1,13651.44,7.87,430,53.199209,6.606497,0.2,137,
1862,1,1,13659.45,7.87,431,53.199231,6.606387,0.3,138,
1863,1,1,13667.51,7.86,431,53.199254,6.606276,0.4,137,
1864,1,1,13675.58,7.86,431,53.199278,6.606165,0.5,137,
1865,1,1,13683.59,7.85,431,53.199302,6.606055,0.7,136,
1866,1,1,13690.57,7.84,432,53.199328,6.605946,0.8,136,
1867,1,1,13698.5,7.82,432,53.199354,6.605838,1.0,136,
1868,1,1,13706.4,7.8,432,53.199381,6.605732,1.0,137,
1869,1,1,13714.32,7.79,432,53.199408,6.605626,1.1,137,
1870,1,1,13722.22,7.78,433,53.199435,6.60552,1.1,138,
1871,1,1,13729.62,7.78,433,53.199462,6.605414,1.2,138,
1872,1,1,13737.55,7.77,433,53.19949,6.605308,1.2,138,
1873,1,1,13745.49,7.76,433,53.199517,6.605201,1.3,137,
1874,1,1,13753.29,7.75,434,53.199545,6.605095,1.4,137,
1875,1,1,13761.16,7.73,434,53.199572,6.604988,1.5,138,
1876,1,1,13768.23,7.72,434,53.1996,6.604881,1.5,138,
1877,1,1,13776.27,7.72,434,53.199627,6.604774,1.6,138,
1878,1,1,13784.4,7.72,435,53.199655,6.604666,1.6,139,
1879,1,1,13792.67,7.74,435,53.199683,6.604558,1.6,139,
1880,1,1,13800.86,7.75,435,53.199711,6.60445,1.7,139,
1881,1,1,13806.79,7.77,435,53.199739,6.60434,1.7,139,
1882,1,1,13814.94,7.79,436,53.199768,6.604231,1.7,140,
1883,1,1,13823.18,7.81,436,53.199796,6.604121,1.8,141,
1884,1,1,13831.48,7.84,436,53.199825,6.604011,1.8,141,
1885,1,1,13839.74,7.87,436,53.199853,6.603901,1.8,141,
1886,1,1,13846.17,7.9,437,53.199881,6.603791,1.9,140,
1887,1,1,13854.3,7.92,437,53.199909,6.603682,1.9,140,
1888,1,1,13862.38,7.92,437,53.199936,6.603573,1.9,140,
1889,1,1,13870.42,7.92,437,53.199963,6.603465,2.0,140,
1890,1,1,13878.41,7.91,438,53.19999,6.603358,2.0,139,
1891,1,1,13885.96,7.9,438,53.200016,6.60325,1.9,139,
1892,1,1,13893.97,7.89,438,53.200044,6.603143,1.7,139,
1893,1,1,13901.96,7.88,438,53.200071,6.603036,1.5,138,
1894,1,1,13910.02,7.86,439,53.200099,6.602928,1.4,138,
1895,1,1,13918.12,7.85,439,53.200127,6.60282,1.3,138,
1896,1,1,13925.21,7.83,439,53.200156,6.602712,1.2,137,
1897,1,1,13933.34,7.83,439,53.200185,6.602604,1.1,138,
1898,1,1,13941.52,7.83,440,53.200214,6.602495,1.0,138,
1899,1,1,13949.79,7.84,440,53.200243,6.602386,0.9,139,
1900,1,1,13957.98,7.85,440,53.200272,6.602277,0.8,138,
1901,1,1,13964.44,7.86,440,53.200301,6.602166,0.7,138,
1902,1,1,13972.6,7.86,441,53.20033,6.602056,0.7,139,
1903,1,1,13980.97,7.88,441,53.200359,6.601944,0.6,139,
1904,1,1,13989.46,7.9,441,53.200388,6.601832,0.6,139,
1905,1,1,13998.06,7.93,442,53.200416,6.601718,0.5,140,
1906,1,1,14004.12,7.97,442,53.200444,6.601605,0.5,141,
1907,1,1,14012.67,8.01,442,53.200472,6.601491,0.6,141,
1908,1,1,14021.09,8.04,442,53.2005,6.601378,0.7,141,
1909,1,1,14029.42,8.06,443,53.200527,6.601265,0.8,141,
1910,1,1,14037.7,8.08,443,53.200554,6.601152,0.9,141,
1911,1,1,14044.87,8.1,443,53.200581,6.601041,1.0,141,
1912,1,1,14053.0,8.1,443,53.200607,6.600931,1.1,141,
1913,1,1,14061.04,8.09,444,53.200633,6.600822,1.3,140,
1914,1,1,14068.99,8.07,444,53.200659,6.600714,1.3,140,
1915,1,1,14076.79,8.03,444,53.200685,6.600609,1.4,139,
1916,1,1,14085.24,7.99,444,53.200712,6.600508,1.5,139,
1917,1,1,14092.85,7.92,445,53.200744,6.600413,1.6,139,
1918,1,1,14100.42,7.86,445,53.200781,6.600325,1.8,138,
1919,1,1,14107.72,7.78,445,53.200823,6.600248,2.0,137,
1920,1,1,14114.63,7.68,445,53.20087,6.600184,2.0,137,
1921,1,1,14123.08,7.54,446,53.200919,6.600132,2.0,137,
1922,1,1,14129.41,7.38,446,53.200966,6.600083,2.0,136,
1923,1,1,14135.38,7.17,446,53.201004,6.600025,2.0,136,
1924,1,1,14141.16,5.93,446,53.20103,6.599951,1.9,135,
1925,1,1,14146.94,5.72,446,53.201043,6.599867,1.8,135,
1926,1,1,14156.27,5.68,447,53.201043,6.599784,1.7,134,
1927,1,1,14162.11,5.63,447,53.201034,6.599701,1.6,133,
1928,1,1,14168.01,5.65,447,53.201021,6.599619,1.5,131,
1929,1,1,14174.04,5.72,447,53.201009,6.599535,1.4,130,
1930,1,1,14179.95,5.72,447,53.201001,6.59945,1.3,129,
1931,1,1,14183.73,5.71,447,53.201003,6.599364,1.2,130,
1932,1,1,14189.68,5.7,448,53.201018,6.599278,1.1,130,
1933,1,1,14196.2,5.91,448,53.201041,6.599189,1.0,130,
1934,1,1,14203.41,6.3,448,53.201068,6.599099,0.9,130,
1935,1,1,14210.59,6.49,448,53.201094,6.599007,0.9,130,
1936,1,1,14211.3,6.58,448,53.201118,6.598911,0.8,129,
1937,1,1,14218.58,6.73,449,53.201143,6.598812,0.7,130,
1938,1,1,14226.07,6.92,449,53.201166,6.59871,0.7,129,
1939,1,1,14233.84,7.13,449,53.20119,6.598605,0.6,128,
1940,1,1,14241.67,7.28,449,53.201213,6.598498,0.6,128,
1941,1,1,14243.59,7.43,449,53.201237,6.598389,0.5,128,
1942,1,1,14251.54,7.57,450,53.20126,6.598279,0.5,132,
1943,1,1,14259.54,7.68,450,53.201284,6.598168,0.6,133,
1944,1,1,14267.55,7.74,450,53.201308,6.598057,0.7,135,
1945,1,1,14275.6,7.79,450,53.201332,6.597945,0.8,136,
1946,1,1,14280.67,7.81,451,53.201357,6.597834,0.9,135,
1947,1,1,14288.82,7.83,451,53.201382,6.597722,0.9,134,
1948,1,1,14297.02,7.85,451,53.201408,6.59761,1.0,135,
1949,1,1,14305.26,7.87,451,53.201435,6.597498,1.0,135,
1950,1,1,14313.51,7.9,452,53.201462,6.597386,1.0,135,
1951,1,1,14319.93,7.92,452,53.201488,6.597274,1.0,135,
1952,1,1,14328.22,7.94,452,53.201515,6.597161,1.0,135,
1953,1,1,14336.52,7.95,452,53.201541,6.597048,1.0,134,
1954,1,1,14344.77,7.96,453,53.201566,6.596935,1.0,134,
1955,1,1,14353.02,7.99,453,53.201591,6.596821,1.0,134,
1956,1,1,14360.02,8.0,453,53.201616,6.596707,1.0,133,
1957,1,1,14368.26,8.01,453,53.20164,6.596594,1.0,134,
1958,1,1,14376.5,8.02,454,53.201665,6.596482,1.0,133,
1959,1,1,14384.76,8.03,454,53.20169,6.596371,1.0,132,
1960,1,1,14392.91,8.02,454,53.201716,6.596262,1.0,133,
1961,1,1,14400.22,8.01,455,53.201743,6.596154,1.0,132,
1962,1,1,14408.11,7.99,455,53.201773,6.596049,1.0,133,
1963,1,1,14416.15,7.96,455,53.201806,6.595945,1.0,132,
1964,1,1,14424.3,7.93,455,53.20184,6.595841,1.0,133,
1965,1,1,14432.48,7.91,456,53.201873,6.595737,1.0,133,
1966,1,1,14439.83,7.89,456,53.201904,6.595631,1.0,133,
1967,1,1,14447.93,7.87,456,53.201931,6.595524,1.0,133,
1968,1,1,14455.99,7.85,456,53.201957,6.595415,1.0,133,
1969,1,1,14464.03,7.83,457,53.201982,6.595305,1.0,133,
1970,1,1,14472.0,7.81,457,53.202006,6.595196,1.0,134,
1971,1,1,14478.9,7.8,457,53.202031,6.595086,1.0,134,
1972,1,1,14486.84,7.79,457,53.202055,6.594976,1.0,134,
1973,1,1,14494.82,7.79,458,53.202079,6.594867,1.1,134,
1974,1,1,14502.9,7.79,458,53.202103,6.594757,1.1,133,
1975,1,1,14511.0,7.79,458,53.202127,6.594648,1.2,133,
1976,1,1,14517.93,7.78,458,53.20215,6.594538,1.2,134,
1977,1,1,14525.92,7.78,459,53.202173,6.594427,1.3,134,
1978,1,1,14533.98,7.77,459,53.202195,6.594317,1.3,134,
1979,1,1,14542.03,7.77,459,53.202217,6.594206,1.3,134,
1980,1,1,14550.08,7.77,459,53.202237,6.594094,1.3,134,
1981,1,1,14556.86,7.77,460,53.202256,6.593982,1.3,135,
1982,1,1,14564.83,7.77,460,53.202274,6.59387,1.3,135,
1983,1,1,14572.8,7.76,460,53.202291,6.593756,1.3,136,
1984,1,1,14580.83,7.76,460,53.202307,6.593642,1.2,136,
1985,1,1,14588.96,7.77,461,53.202322,6.593526,1.2,136,
1986,1,1,14595.84,7.78,461,53.202336,6.59341,1.2,135,
1987,1,1,14604.09,7.8,461,53.202348,6.593293,1.2,135,
1988,1,1,14612.42,7.82,461,53.20236,6.593174,1.3,135,
1989,1,1,14620.77,7.84,462,53.202371,6.593054,1.4,135,
1990,1,1,14629.1,7.87,462,53.202383,6.592934,1.6,135,
1991,1,1,14635.14,7.9,462,53.202395,6.592814,1.7,135,
1992,1,1,14643.49,7.94,462,53.202408,6.592694,1.8,136,
1993,1,1,14651.8,7.97,463,53.202423,6.592575,1.9,136,
1994,1,1,14660.08,8.0,463,53.20244,6.592457,2.0,135,
1995,1,1,14668.34,8.02,463,53.202457,6.592341,2.0,136,
1996,1,1,14675.36,8.03,464,53.202476,6.592226,2.0,135,
1997,1,1,14683.5,8.03,464,53.202495,6.592113,2.0,135,
1998,1,1,14691.53,8.02,464,53.202514,6.592003,2.0,134,
1999,1,1,14699.4,8.0,464,53.202534,6.591895,2.0,134,
2000,1,1,14707.02,7.96,465,53.202554,6.591791,2.0,134,
2001,1,1,14715.14,7.91,465,53.202574,6.59169,2.0,134,
2002,1,1,14722.33,7.83,465,53.202595,6.591591,2.1,133,
2003,1,1,14729.27,7.74,465,53.202617,6.591496,2.2,133,
2004,1,1,14736.04,7.58,465,53.202641,6.591402,2.3,132,
2005,1,1,14743.19,7.43,466,53.202666,6.591308,2.3,132,
2006,1,1,14752.65,7.34,466,53.202693,6.591209,2.4,132,
2007,1,1,14761.04,7.31,466,53.202722,6.591101,2.5,132,
2008,1,1,14769.6,7.33,467,53.202753,6.590989,2.6,132,
2009,1,1,14778.1,7.39,467,53.202785,6.590875,2.6,132,
2010,1,1,14786.53,7.46,467,53.202818,6.590763,2.6,132,
2011,1,1,14788.57,7.54,467,53.202851,6.590654,2.6,133,
2012,1,1,14796.86,7.62,467,53.202884,6.590547,2.5,134,
2013,1,1,14805.14,7.7,468,53.202918,6.590442,2.5,134,
2014,1,1,14813.41,7.82,468,53.202954,6.590338,2.5,134,
2015,1,1,14821.69,7.93,468,53.202991,6.590236,2.4,134,
2016,1,1,14828.28,8.01,468,53.203028,6.590134,2.4,134,
2017,1,1,14836.55,8.05,469,53.203067,6.590033,2.3,134,
2018,1,1,14844.81,8.06,469,53.203107,6.589933,2.4,133,
2019,1,1,14853.05,8.05,469,53.203147,6.589834,2.4,134,
2020,1,1,14861.27,8.04,470,53.203188,6.589736,2.5,133,
2021,1,1,14868.46,8.02,470,53.20323,6.589639,2.6,133,
2022,1,1,14876.63,8.01,470,53.203272,6.589543,2.6,133,
2023,1,1,14884.75,8.0,470,53.203315,6.589448,2.7,134,
2024,1,1,14892.89,7.98,471,53.203357,6.589354,2.8,134,
2025,1,1,14901.01,7.96,471,53.2034,6.589261,2.8,134,
2026,1,1,14908.23,7.94,471,53.203443,6.589169,2.9,135,
2027,1,1,14916.21,7.92,471,53.203486,6.589078,2.8,135,
2028,1,1,14924.1,7.9,472,53.20353,6.588989,2.8,135,
2029,1,1,14931.97,7.87,472,53.203575,6.588902,2.7,135,
2030,1,1,14939.82,7.83,472,53.203621,6.588817,2.7,135,
2031,1,1,14947.44,7.8,472,53.203669,6.588734,2.6,134,
2032,1,1,14955.27,7.76,473,53.203718,6.588655,2.5,134,
2033,1,1,14963.14,7.73,473,53.20377,6.588578,2.5,134,
2034,1,1,14971.08,7.71,473,53.203823,6.588505,2.4,133,
2035,1,1,14979.03,7.69,473,53.203879,6.588435,2.3,133,
2036,1,1,14985.8,7.68,474,53.203936,6.588369,2.3,133,
2037,1,1,14993.79,7.68,474,53.203995,6.588306,2.2,132,
2038,1,1,15001.79,7.68,474,53.204056,6.588247,2.1,133,
2039,1,1,15009.84,7.7,474,53.204117,6.58819,2.1,133,
2040,1,1,15018.08,7.72,475,53.20418,6.588134,2.0,132,
2041,1,1,15024.22,7.74,475,53.204243,6.588079,2.1,132,
2042,1,1,15032.41,7.76,475,53.204306,6.588025,2.2,131,
2043,1,1,15040.58,7.79,475,53.204369,6.587969,2.2,131,
2044,1,1,15048.78,7.81,476,53.204432,6.587913,2.3,131,
2045,1,1,15057.04,7.83,476,53.204496,6.587856,2.4,131,
2046,1,1,15063.28,7.85,476,53.20456,6.587799,2.5,131,
2047,1,1,15071.83,7.88,476,53.204624,6.587741,2.5,131,
2048,1,1,15080.45,7.91,477,53.204689,6.587683,2.6,131,
2049,1,1,15089.05,7.94,477,53.204754,6.587625,2.7,132,
2050,1,1,15097.5,7.97,477,53.20482,6.587567,2.8,133,
2051,1,1,15102.96,7.99,477,53.204885,6.58751,2.9,133,
2052,1,1,15111.32,8.02,478,53.20495,6.587453,2.9,133,
2053,1,1,15119.68,8.04,478,53.205014,6.587397,3.0,133,
2054,1,1,15127.91,8.05,478,53.205077,6.587342,2.9,133,
2055,1,1,15135.95,8.05,479,53.205138,6.587287,2.9,133,
2056,1,1,15143.31,8.02,479,53.205196,6.587232,2.9,132,
2057,1,1,15150.59,7.94,479,53.205252,6.587179,2.9,132,
2058,1,1,15157.8,7.84,479,53.205309,6.587141,2.9,131,
2059,1,1,15165.14,7.74,479,53.205372,6.587133,2.9,131,
2060,1,1,15172.53,7.65,480,53.205435,6.58716,2.9,131,
2061,1,1,15181.46,7.56,480,53.20549,6.58722,2.8,131,
2062,1,1,15210.63,7.48,480,53.205541,6.587293,2.7,131,
2063,1,1,15221.81,7.42,481,53.205589,6.587372,2.5,131,
2064,1,1,15229.65,7.36,481,53.205637,6.587455,2.3,131,
2065,1,1,15237.48,7.33,481,53.205686,6.587539,2.1,132,
2066,1,1,15245.26,7.32,481,53.205736,6.587625,1.9,132,
2067,1,1,15253.07,7.35,482,53.205786,6.58771,1.6,132,
2068,1,1,15261.03,7.42,482,53.205837,6.587795,1.3,132,
2069,1,1,15269.17,7.5,482,53.205887,6.58788,1.1,133,
2070,1,1,15277.26,7.58,482,53.205936,6.587964,0.8,133,
2071,1,1,15285.25,7.64,483,53.205985,6.588047,0.6,134,
2072,1,1,15293.1,7.69,483,53.206033,6.58813,0.4,135,
2073,1,1,15300.88,7.72,483,53.20608,6.588211,0.3,135,
2074,1,1,15308.51,7.72,483,53.206127,6.588293,0.1,135,
2075,1,1,15316.01,7.72,484,53.206173,6.588374,0.0,134,
2076,1,1,15323.44,7.7,484,53.206219,6.588454,-0.1,134,
2077,1,1,15330.84,7.68,484,53.206265,6.588535,-0.1,134,
2078,1,1,15338.2,7.64,484,53.206312,6.588616,-0.1,134,
2079,1,1,15345.58,7.6,485,53.206358,6.588696,-0.2,135,
2080,1,1,15353.02,7.56,485,53.206405,6.588777,-0.2,136,
2081,1,1,15360.57,7.53,485,53.206452,6.588859,-0.2,136,
2082,1,1,15368.16,7.51,485,53.2065,6.588943,-0.1,136,
2083,1,1,15375.76,7.5,486,53.206549,6.58903,-0.1,137,
2084,1,1,15383.62,7.53,486,53.206599,6.589121,-0.1,137,
2085,1,1,15391.92,7.59,486,53.206651,6.589216,0.0,138,
2086,1,1,15400.43,7.66,486,53.206704,6.589313,0.2,139,
2087,1,1,15409.1,7.74,487,53.206759,6.589409,0.3,140,
2088,1,1,15418.04,7.83,487,53.206814,6.589504,0.4,141,
2089,1,1,15427.02,8.57,487,53.206868,6.589597,0.5,143,
