time,activityType,lapNumber,distance,speed,calories,lat,long,elevation,heartRate,cycles
2090,1,1,15435.67,8.41,488,53.206918,6.589685,0.5,143,
2091,1,1,15443.9,8.14,488,53.206965,6.589771,0.6,142,
2092,1,1,15451.67,7.86,488,53.207009,6.589856,0.6,142,
2093,1,1,15459.12,7.68,488,53.207052,6.589941,0.5,142,
2094,1,1,15466.5,7.59,489,53.207096,6.590024,0.5,143,
2095,1,1,15473.92,7.55,489,53.207143,6.590105,0.3,142,
2096,1,1,15481.35,7.56,489,53.207192,6.590186,0.1,142,
2097,1,1,15488.92,7.61,489,53.207241,6.590266,0.0,143,
2098,1,1,15496.92,7.64,490,53.207289,6.590348,-0.2,144,
2099,1,1,15504.88,7.64,490,53.207336,6.590431,-0.3,148,
2100,1,1,15512.73,7.59,490,53.207383,6.590514,-0.5,151,
2101,1,1,15520.51,7.53,490,53.207429,6.590595,-0.6,152,
2102,1,1,15520.51,7.48,490,53.207475,6.590676,-0.8,154,
2103,1,1,15520.51,7.45,490,53.20752,6.590756,-0.9,154,
2104,1,1,15528.23,7.42,491,53.207566,6.590835,-1.1,153,
2105,1,1,15535.9,7.38,491,53.207611,6.590915,-1.2,152,
2106,1,1,15543.57,7.36,491,53.207657,6.590993,-1.3,152,
2107,1,1,15543.57,7.33,491,53.207703,6.591071,-1.3,152,
2108,1,1,15543.57,7.33,491,53.207749,6.59115,-1.3,151,
2109,1,1,15551.06,7.3,491,53.207795,6.591228,-1.3,150,
2110,1,1,15558.65,7.31,492,53.20784,6.591306,-1.3,149,
2111,1,1,15566.2,7.3,492,53.207884,6.591387,-1.2,148,
2112,1,1,15571.27,7.29,492,53.207924,6.591468,-1.1,148,
2113,1,1,15577.46,7.13,492,53.207955,6.591543,-1.0,147,
2114,1,1,15582.29,6.88,492,53.207973,6.591604,-0.9,147,
2115,1,1,15585.96,6.65,493,53.20798,6.59165,-0.9,145,
2116,1,1,15588.25,6.36,493,53.207982,6.591679,-0.8,145,
2117,1,1,15604.19,2.5,493,53.207983,6.591692,-0.8,144,
2118,1,1,15604.72,1.6,493,53.207984,6.591695,-0.8,144,
2119,1,1,15605.07,0.95,493,53.207985,6.591694,-0.8,142,
2120,1,1,15605.07,0.0,493,53.207985,6.591692,-0.8,141,
2121,1,1,15605.07,0.0,493,53.207986,6.591691,-0.8,140,
2122,1,1,15605.07,0.0,493,53.207986,6.59169,-0.8,139,
2123,1,1,15605.07,0.0,493,53.207986,6.59169,-0.8,139,
2124,1,1,15605.07,0.0,493,53.207986,6.59169,-0.8,137,
2125,1,1,15605.07,0.0,493,53.207986,6.59169,-0.8,136,
2126,1,1,15605.07,0.0,493,53.207986,6.591691,-0.8,135,
2127,1,1,15605.07,0.0,493,53.207986,6.591691,-0.8,134,
2128,1,1,15605.07,0.0,493,53.207986,6.591691,-0.8,133,
2129,1,1,15605.07,0.0,493,53.207986,6.591691,-0.8,132,
2130,1,1,15605.07,0.0,493,53.207986,6.591691,-0.8,131,
2131,1,1,15605.07,0.0,493,53.207986,6.59169,-0.8,130,
2132,1,1,15605.07,0.0,493,53.207986,6.59169,-0.8,129,
2133,1,1,15605.07,0.0,493,53.207986,6.59169,-0.8,128,
2134,1,1,15605.07,0.0,493,53.207986,6.59169,-0.8,127,
2135,1,1,15605.07,0.0,493,53.207986,6.59169,-0.8,126,
2136,1,1,15605.07,0.0,493,53.207986,6.59169,-0.8,125,
2137,1,1,15605.07,0.0,493,53.207986,6.59169,-0.8,124,
2138,1,1,15605.07,0.0,493,53.207986,6.59169,-0.8,123,
2139,1,1,15605.07,0.0,493,53.207986,6.59169,-0.8,123,
2140,1,1,15605.07,0.0,493,53.207986,6.59169,-0.8,122,
2141,1,1,15605.07,0.0,493,53.207986,6.591691,-0.8,120,
2142,1,1,15605.07,0.0,493,53.207986,6.591691,-0.8,119,
2143,1,1,15605.07,0.0,493,53.207987,6.591692,-0.8,119,
2144,1,1,15605.07,0.0,493,53.207989,6.591697,-0.8,118,
2145,1,1,15605.07,0.0,493,53.207996,6.591707,-0.8,118,
2146,1,1,15607.85,2.43,494,53.208008,6.591727,-0.7,118,
2147,1,1,15611.58,3.17,494,53.208028,6.59176,-0.7,119,
2148,1,1,15622.37,3.92,494,53.208057,6.591807,-0.6,117,
2149,1,1,15628.38,4.68,494,53.208094,6.591866,-0.4,117,
2150,1,1,15635.4,5.41,494,53.208136,6.591935,-0.3,118,
2151,1,1,15642.64,6.0,495,53.208182,6.59201,-0.2,120,
2152,1,1,15649.95,6.42,495,53.208229,6.592088,-0.1,122,
2153,1,1,15649.95,6.66,495,53.208275,6.592167,-0.1,127,
2154,1,1,15649.95,6.78,495,53.208318,6.592244,0.0,130,
2155,1,1,15657.14,6.85,495,53.20836,6.59232,0.1,133,
2156,1,1,15664.37,6.92,495,53.208401,6.592396,0.2,134,
2157,1,1,15671.56,6.94,496,53.208442,6.592474,0.3,136,
2158,1,1,15671.56,6.89,496,53.208484,6.592554,0.4,135,
2159,1,1,15671.56,6.72,496,53.208527,6.592637,0.6,134,
2160,1,1,15678.09,6.54,496,53.208567,6.592713,0.7,134,
2161,1,1,15683.95,6.14,496,53.208597,6.592772,0.9,131,
2162,1,1,15688.29,5.24,496,53.208615,6.592805,0.9,128,
2163,1,1,15700.44,3.67,496,53.208622,6.592819,0.9,126,
2164,1,1,15700.66,2.19,496,53.208624,6.592822,0.9,124,
2165,1,1,15700.88,1.28,496,53.208624,6.592823,1.0,123,
2166,1,1,15700.88,0.0,496,53.208624,6.592823,1.0,122,
2167,1,1,15700.88,0.0,496,53.208624,6.592823,1.0,121,
2168,1,1,15700.88,0.0,496,53.208624,6.592822,0.9,120,
2169,1,1,15700.88,0.0,497,53.208625,6.592824,1.0,120,
2170,1,1,15700.88,0.0,497,53.208631,6.59283,1.0,119,
2171,1,1,15702.67,1.53,497,53.20864,6.592844,1.0,119,
2172,1,1,15705.44,2.07,497,53.208654,6.59287,1.0,119,
2173,1,1,15723.76,2.67,497,53.208673,6.592912,1.1,119,
2174,1,1,15728.46,3.22,497,53.208699,6.592964,1.2,118,
2175,1,1,15734.23,3.94,497,53.208734,6.593022,1.3,119,
2176,1,1,15740.8,4.75,497,53.208777,6.59308,1.4,120,
2177,1,1,15747.7,5.43,498,53.208826,6.593139,1.5,123,
2178,1,1,15747.7,5.89,498,53.208876,6.593201,1.6,124,
2179,1,1,15747.7,6.27,498,53.208923,6.593267,1.7,127,
2180,1,1,15754.92,6.51,498,53.208969,6.593337,1.8,128,
2181,1,1,15762.09,6.68,498,53.209016,6.593408,1.8,132,
2182,1,1,15769.41,6.83,498,53.209065,6.593478,1.9,135,
2183,1,1,15769.41,6.9,498,53.209115,6.593543,1.9,138,
2184,1,1,15769.41,6.93,498,53.209168,6.593599,2.0,138,
2185,1,1,15776.53,6.91,499,53.209223,6.593643,1.9,138,
2186,1,1,15783.74,6.94,499,53.209281,6.593672,1.8,137,
2187,1,1,15791.01,6.97,499,53.209343,6.593684,1.7,136,
2188,1,1,15798.45,7.01,499,53.209406,6.593684,1.5,135,
2189,1,1,15805.87,7.08,500,53.209472,6.593679,1.4,135,
2190,1,1,15828.9,7.2,500,53.209539,6.593674,1.3,133,
2191,1,1,15845.33,7.29,500,53.209607,6.593677,1.2,133,
2192,1,1,15853.04,7.32,500,53.209674,6.593693,1.0,134,
2193,1,1,15860.77,7.35,501,53.209738,6.593724,1.0,133,
2194,1,1,15868.46,7.36,501,53.209798,6.59377,0.9,133,
2195,1,1,15876.07,7.36,501,53.209852,6.59383,0.8,134,
2196,1,1,15876.07,7.34,501,53.209899,6.593903,0.8,133,
2197,1,1,15876.07,7.31,501,53.20994,6.593984,0.9,133,
2198,1,1,15883.34,7.29,501,53.209977,6.594072,0.9,133,
2199,1,1,15890.66,7.28,502,53.210009,6.594164,1.0,133,
2200,1,1,15898.06,7.27,502,53.210039,6.594259,1.2,133,
2201,1,1,15898.06,7.26,502,53.210066,6.594355,1.4,133,
2202,1,1,15898.06,7.24,502,53.210091,6.594453,1.5,133,
2203,1,1,15905.08,7.21,502,53.210115,6.594549,1.7,133,
2204,1,1,15912.24,7.17,502,53.210139,6.594645,1.8,132,
2205,1,1,15919.19,7.12,503,53.210161,6.59474,1.9,131,
2206,1,1,15923.09,7.08,503,53.210182,6.594835,2.1,131,
2207,1,1,15953.03,7.04,503,53.210202,6.594928,2.2,131,
2208,1,1,15959.84,7.0,503,53.21022,6.59502,2.3,130,
2209,1,1,15966.46,6.94,504,53.210236,6.59511,2.3,129,
2210,1,1,15972.88,6.85,504,53.21025,6.5952,2.3,128,
2211,1,1,15979.13,6.75,504,53.210262,6.595287,2.3,128,
2212,1,1,15979.13,6.61,504,53.210273,6.595372,2.3,129,
2213,1,1,15979.13,6.47,504,53.210281,6.595454,2.3,129,
2214,1,1,15984.52,6.32,504,53.210287,6.595532,2.3,129,
2215,1,1,15989.62,5.27,504,53.210292,6.595603,2.4,129,
2216,1,1,15994.09,4.83,504,53.210297,6.595664,2.4,129,
2217,1,1,15994.09,4.21,504,53.210304,6.595709,2.4,128,
2218,1,1,15994.09,3.32,504,53.210316,6.595738,2.4,128,
2219,1,1,15997.06,3.36,504,53.210338,6.595747,2.4,128,
2220,1,1,16014.9,3.4,505,53.210371,6.595738,2.4,127,
2221,1,1,16023.19,4.07,505,53.210415,6.595718,2.5,127,
2222,1,1,16028.84,4.66,505,53.210467,6.595699,2.6,125,
2223,1,1,16034.39,5.24,505,53.210524,6.595686,2.6,127,
2224,1,1,16040.54,5.83,506,53.210585,6.595675,2.7,130,
2225,1,1,16047.45,6.48,506,53.210649,6.595658,2.8,131,
2226,1,1,16054.88,6.98,506,53.210715,6.595636,2.9,134,
2227,1,1,16062.71,7.35,506,53.210783,6.595609,2.9,134,
2228,1,1,16070.76,7.56,507,53.210851,6.595579,3.0,136,
2229,1,1,16078.74,7.64,507,53.21092,6.595548,2.8,137,
2230,1,1,16086.59,7.66,507,53.21099,6.595518,2.6,138,
2231,1,1,16094.33,7.6,507,53.211058,6.595489,2.5,139,
2232,1,1,16101.88,7.54,508,53.211125,6.595461,2.3,139,
2233,1,1,16109.34,7.51,508,53.211192,6.595435,2.1,139,
2234,1,1,16116.79,7.48,508,53.211257,6.595409,2.0,138,
2235,1,1,16124.21,7.43,508,53.211321,6.595384,1.8,138,
2236,1,1,16131.58,7.33,509,53.211383,6.595359,1.7,138,
2237,1,1,16138.76,7.26,509,53.211443,6.595333,1.5,137,
2238,1,1,16145.73,7.17,509,53.211503,6.595308,1.4,137,
2239,1,1,16152.53,7.09,509,53.211561,6.595283,1.3,136,
2240,1,1,16159.16,7.02,509,53.211619,6.595257,1.1,135,
2241,1,1,16165.7,6.96,510,53.211676,6.59523,1.0,135,
2242,1,1,16172.22,6.9,510,53.211734,6.595203,1.2,135,
2243,1,1,16178.84,6.87,510,53.211791,6.595175,1.3,134,
2244,1,1,16185.5,6.84,510,53.211849,6.595147,1.4,133,
2245,1,1,16192.14,6.82,510,53.211906,6.59512,1.6,133,
2246,1,1,16198.77,6.75,511,53.211964,6.595093,1.7,133,
2247,1,1,16205.4,6.71,511,53.212021,6.595068,1.9,133,
2248,1,1,16212.05,6.67,511,53.212079,6.595044,2.0,133,
2249,1,1,16218.68,6.66,511,53.212137,6.59502,2.1,133,
2250,1,1,16225.25,6.64,511,53.212194,6.594996,2.3,134,
2251,1,1,16231.75,6.63,512,53.212251,6.594973,2.4,134,
2252,1,1,16238.17,6.61,512,53.212307,6.594949,2.5,134,
2253,1,1,16244.5,6.59,512,53.212362,6.594924,2.5,133,
2254,1,1,16250.81,6.56,512,53.212415,6.594893,2.6,133,
2255,1,1,16257.12,6.52,512,53.212464,6.594851,2.6,132,
2256,1,1,16263.31,6.48,513,53.212508,6.594795,2.5,133,
2257,1,1,16269.48,6.42,513,53.21255,6.594733,2.4,133,
2258,1,1,16275.48,6.35,513,53.212591,6.594681,2.3,132,
2259,1,1,16280.67,6.24,513,53.212632,6.594665,2.3,132,
2260,1,1,16280.67,6.09,513,53.212673,6.594688,2.4,132,
2261,1,1,16286.72,5.89,513,53.212709,6.594681,2.4,131,
2262,1,1,16293.2,5.68,514,53.21274,6.594646,2.4,131,
2263,1,1,16296.91,4.09,514,53.212766,6.594608,2.4,130,
2264,1,1,16300.74,3.99,514,53.212796,6.594579,2.3,130,
2265,1,1,16304.61,4.02,514,53.212833,6.594564,2.4,129,
2266,1,1,16308.72,4.37,514,53.212874,6.594571,2.4,126,
2267,1,1,16313.46,4.77,514,53.212919,6.5946,2.5,126,
2268,1,1,16318.77,5.23,514,53.21297,6.594632,2.6,126,
2269,1,1,16324.68,5.68,514,53.213025,6.594646,2.7,126,
2270,1,1,16330.92,5.81,515,53.213079,6.594645,2.7,126,
2271,1,1,16336.85,5.37,515,53.213122,6.594637,2.8,126,
2272,1,1,16341.6,4.36,515,53.213147,6.594629,2.8,125,
2273,1,1,16344.37,3.13,515,53.21316,6.594623,2.8,125,
2274,1,1,16345.53,2.21,515,53.213168,6.594618,2.8,125,
2275,1,1,16346.31,1.83,515,53.213177,6.594614,2.8,125,
2276,1,1,16347.43,1.71,515,53.213191,6.59461,2.8,125,
2277,1,1,16348.94,1.79,515,53.21321,6.594603,2.9,125,
2278,1,1,16352.3,2.16,515,53.213235,6.594592,2.9,125,
2279,1,1,16356.41,2.65,515,53.213267,6.594574,2.9,124,
2280,1,1,16361.4,3.35,515,53.213308,6.594547,3.0,124,
2281,1,1,16367.41,4.25,516,53.213353,6.594506,3.0,123,
2282,1,1,16367.41,4.96,516,53.213397,6.594449,2.9,123,
2283,1,1,16367.41,5.5,516,53.213439,6.594374,2.8,127,
2284,1,1,16374.2,5.89,516,53.213481,6.594301,2.8,129,
2285,1,1,16374.2,5.97,516,53.213526,6.59425,2.7,132,
2286,1,1,16392.05,5.98,516,53.213579,6.594236,2.7,133,
2287,1,1,16400.11,5.95,517,53.213634,6.594247,2.6,132,
2288,1,1,16406.02,5.93,517,53.213688,6.594261,2.5,133,
2289,1,1,16411.78,5.9,517,53.213735,6.594259,2.4,133,
2290,1,1,16417.2,5.83,517,53.213778,6.594232,2.4,132,
2291,1,1,16423.19,5.79,517,53.213822,6.59418,2.4,132,
2292,1,1,16429.68,5.8,517,53.213868,6.594125,2.4,133,
2293,1,1,16429.68,5.81,517,53.213917,6.594098,2.4,132,
2294,1,1,16429.68,5.81,517,53.21397,6.594117,2.3,132,
2295,1,1,16436.32,5.81,518,53.214026,6.594144,2.2,132,
2296,1,1,16449.77,5.82,518,53.21408,6.594142,2.2,131,
2297,1,1,16456.97,5.83,518,53.214135,6.594129,2.1,132,
2298,1,1,16463.05,5.86,518,53.214192,6.594113,2.1,132,
2299,1,1,16469.19,5.91,519,53.214249,6.594093,2.0,132,
2300,1,1,16475.57,6.0,519,53.214308,6.594071,1.9,131,
2301,1,1,16482.6,6.11,519,53.214367,6.594047,1.8,130,
2302,1,1,16489.67,6.19,519,53.214426,6.594023,1.7,130,
2303,1,1,16496.78,6.29,519,53.214486,6.593999,1.6,130,
2304,1,1,16503.95,6.38,520,53.214546,6.593974,1.4,131,
2305,1,1,16503.95,6.87,520,53.214606,6.59395,1.3,131,
2306,1,1,16503.95,6.88,520,53.214666,6.593925,1.2,131,
2307,1,1,16513.05,6.88,520,53.214726,6.5939,1.1,131,
2308,1,1,16529.09,6.88,520,53.214787,6.593875,1.0,130,
2309,1,1,16537.11,6.87,521,53.214847,6.59385,0.8,131,
2310,1,1,16543.97,6.87,521,53.214908,6.593825,0.7,131,
2311,1,1,16550.84,6.87,521,53.214968,6.593801,0.5,132,
2312,1,1,16557.7,6.85,521,53.215029,6.593777,0.5,131,
2313,1,1,16564.49,6.8,521,53.215089,6.593753,0.6,131,
2314,1,1,16571.21,6.79,522,53.215149,6.593729,0.6,132,
2315,1,1,16577.97,6.8,522,53.215208,6.593706,0.7,132,
2316,1,1,16584.82,6.93,522,53.215267,6.593683,0.7,132,
2317,1,1,16591.77,6.6,522,53.215321,6.593661,0.8,132,
2318,1,1,16597.9,5.36,522,53.215357,6.593646,0.8,131,
2319,1,1,16601.79,3.22,523,53.215365,6.593643,0.8,131,
2320,1,1,16603.27,1.95,523,53.215365,6.593643,0.8,131,
2321,1,1,16603.46,1.02,523,53.215364,6.593643,0.8,131,
2322,1,1,16603.46,0.0,523,53.215364,6.593643,0.8,131,
2323,1,1,16603.46,0.0,523,53.215367,6.593643,0.8,130,
2324,1,1,16603.46,0.0,523,53.215375,6.593641,0.8,130,
2325,1,1,16603.72,1.4,523,53.215389,6.593637,0.8,130,
2326,1,1,16605.14,1.98,523,53.21541,6.593632,0.8,131,
2327,1,1,16608.45,2.45,523,53.215435,6.593623,0.8,131,
2328,1,1,16612.23,2.91,523,53.215466,6.59361,0.9,130,
2329,1,1,16616.63,3.44,523,53.215502,6.593593,0.9,131,
2330,1,1,16622.14,4.21,523,53.215547,6.593573,0.9,128,
2331,1,1,16622.14,5.05,523,53.215602,6.59355,0.9,126,
2332,1,1,16622.14,5.85,523,53.215664,6.593525,1.0,129,
2333,1,1,16630.03,6.61,524,53.215733,6.593498,1.0,129,
2334,1,1,16638.51,7.25,524,53.215806,6.593472,1.0,130,
2335,1,1,16647.44,7.86,524,53.215881,6.593447,0.9,130,
2336,1,1,16647.44,8.22,524,53.215958,6.593423,0.9,132,
2337,1,1,16647.44,8.36,524,53.216034,6.593401,0.8,136,
2338,1,1,16656.12,8.41,524,53.21611,6.593381,0.7,139,
2339,1,1,16664.78,8.38,525,53.216186,6.59336,0.6,141,
2340,1,1,16673.32,8.31,525,53.21626,6.59334,0.5,144,
2341,1,1,16673.32,8.25,525,53.216332,6.593319,0.4,147,
2342,1,1,16673.32,8.17,525,53.216403,6.593297,0.4,147,
2343,1,1,16681.54,8.06,525,53.216473,6.593274,0.3,149,
2344,1,1,16689.59,7.93,526,53.21654,6.59325,0.3,150,
2345,1,1,16697.53,7.81,526,53.216607,6.593225,0.2,151,
2346,1,1,16711.99,7.76,526,53.216674,6.593201,0.2,151,
2347,1,1,16719.76,7.72,526,53.21674,6.593175,0.3,152,
2348,1,1,16727.44,7.69,527,53.216806,6.59315,0.4,150,
2349,1,1,16735.14,7.66,527,53.216872,6.593125,0.5,150,
2350,1,1,16742.85,7.63,527,53.216937,6.593099,0.6,149,
2351,1,1,16751.15,7.61,527,53.217003,6.593073,0.7,149,
2352,1,1,16758.77,7.6,528,53.217068,6.593047,0.8,148,
2353,1,1,16766.49,7.59,528,53.217134,6.59302,0.9,148,
2354,1,1,16774.27,7.58,528,53.217199,6.592994,1.0,148,
2355,1,1,16782.14,7.55,528,53.217265,6.592967,1.2,148,
2356,1,1,16788.79,7.54,529,53.21733,6.592941,1.3,148,
2357,1,1,16796.57,7.53,529,53.217396,6.592914,1.4,148,
2358,1,1,16804.32,7.53,529,53.217462,6.592887,1.5,147,
2359,1,1,16811.86,7.52,529,53.217526,6.59286,1.5,147,
2360,1,1,16819.19,7.49,530,53.217588,6.592835,1.4,147,
2361,1,1,16826.09,7.44,530,53.217647,6.592811,1.3,147,
2362,1,1,16832.8,7.36,530,53.217704,6.592787,1.3,146,
2363,1,1,16839.62,7.26,530,53.217762,6.592763,1.2,146,
2364,1,1,16846.92,7.18,531,53.21782,6.592738,1.1,146,
2365,1,1,16854.17,7.11,531,53.217879,6.592712,1.0,145,
2366,1,1,16861.89,7.04,531,53.217938,6.592686,0.8,144,
2367,1,1,16868.53,6.95,531,53.217995,6.592661,0.7,143,
2368,1,1,16874.85,6.84,531,53.21805,6.592639,0.6,141,
2369,1,1,16880.85,6.71,532,53.218101,6.592619,0.5,140,
2370,1,1,16886.63,6.58,532,53.218148,6.592598,0.4,138,
2371,1,1,16895.16,6.46,532,53.218193,6.592573,0.3,137,
2372,1,1,16900.45,5.39,532,53.218234,6.592542,0.2,136,
2373,1,1,16905.59,5.14,532,53.218273,6.592506,0.1,135,
2374,1,1,16911.01,5.15,532,53.218308,6.592466,0.1,134,
2375,1,1,16915.43,4.76,533,53.218338,6.592429,0.0,134,
2376,1,1,16923.57,3.9,533,53.21836,6.592408,0.0,132,
2377,1,1,16943.01,2.95,533,53.218371,6.592409,0.0,132,
2378,1,1,16947.39,1.79,533,53.218375,6.592412,-0.1,131,
2379,1,1,16947.62,1.18,533,53.218375,6.592412,-0.1,130,
2380,1,1,16947.62,0.0,533,53.218375,6.592412,-0.1,129,
2381,1,1,16947.62,0.0,533,53.218374,6.592411,0.0,127,
2382,1,1,16947.62,0.0,533,53.218374,6.592411,0.0,125,
2383,1,1,16947.62,0.0,533,53.218374,6.592411,0.0,123,
2384,1,1,16947.62,0.0,533,53.218375,6.592412,-0.1,121,
2385,1,1,16947.62,0.0,533,53.218375,6.592412,-0.1,120,
2386,1,1,16947.62,0.0,533,53.218375,6.592412,-0.1,119,
2387,1,1,16947.62,0.0,533,53.218375,6.592412,-0.1,118,
2388,1,1,16947.62,0.0,534,53.218375,6.592412,-0.1,117,
2389,1,1,16947.62,0.0,534,53.218375,6.592412,-0.1,116,
2390,1,1,16947.62,0.0,534,53.218375,6.592412,-0.1,114,
2391,1,1,16947.62,0.0,534,53.218375,6.592412,-0.1,114,
2392,1,1,16947.62,0.0,534,53.218375,6.592412,-0.1,113,
2393,1,1,16947.62,0.0,534,53.218375,6.592412,-0.1,111,
2394,1,1,16947.62,0.0,534,53.218375,6.592412,-0.1,110,
2395,1,1,16947.62,0.0,534,53.218375,6.592412,-0.1,108,
2396,1,1,16947.62,0.0,534,53.218375,6.592412,-0.1,107,
2397,1,1,16947.62,0.0,534,53.218375,6.592412,-0.1,106,
2398,1,1,16947.62,0.0,534,53.218375,6.592412,-0.1,105,
2399,1,1,16947.62,0.0,534,53.218375,6.592412,-0.1,104,
2400,1,1,16947.62,0.0,534,53.218375,6.592412,-0.1,103,
2401,1,1,16947.62,0.0,534,53.218375,6.592412,-0.1,102,
2402,1,1,16947.62,0.0,534,53.218375,6.592412,-0.1,101,
2403,1,1,16947.62,0.0,534,53.218375,6.592412,-0.1,100,
2404,1,1,16947.62,0.0,534,53.218375,6.592412,-0.1,100,
2405,1,1,16947.62,0.0,534,53.218375,6.592412,-0.1,99,
2406,1,1,16947.62,0.0,534,53.218375,6.592412,-0.1,98,
2407,1,1,16947.62,0.0,534,53.218375,6.592412,-0.1,97,
2408,1,1,16947.62,0.0,534,53.218375,6.592412,-0.1,97,
2409,1,1,16947.62,0.0,534,53.218375,6.592412,-0.1,97,
2410,1,1,16947.62,0.0,534,53.218375,6.592412,-0.1,97,
2411,1,1,16947.62,0.0,534,53.218375,6.592412,-0.1,97,
2412,1,1,16947.62,0.0,534,53.218375,6.592412,-0.1,97,
2413,1,1,16947.62,0.0,534,53.218375,6.592412,-0.1,96,
2414,1,1,16947.62,0.0,534,53.218375,6.592412,-0.1,96,
2415,1,1,16947.62,0.0,534,53.218375,6.592412,-0.1,96,
2416,1,1,16947.62,0.0,534,53.218375,6.592412,-0.1,96,
2417,1,1,16947.62,0.0,534,53.218375,6.592412,-0.1,97,
2418,1,1,16947.62,0.0,534,53.218375,6.592412,-0.1,98,
2419,1,1,16947.62,0.0,534,53.218375,6.592412,-0.1,99,
2420,1,1,16947.62,0.0,534,53.218375,6.592412,-0.1,100,
2421,1,1,16947.62,0.0,534,53.218375,6.592412,-0.1,101,
2422,1,1,16947.62,0.0,534,53.218375,6.592412,-0.1,102,
2423,1,1,16947.62,0.0,534,53.218375,6.592412,-0.1,101,
2424,1,1,16947.62,0.0,534,53.218375,6.592412,-0.1,100,
2425,1,1,16947.62,0.0,534,53.218375,6.592412,-0.1,101,
2426,1,1,16947.62,0.0,534,53.218375,6.592412,-0.1,100,
2427,1,1,16947.62,0.0,534,53.218375,6.592412,-0.1,99,
2428,1,1,16947.62,0.0,534,53.218375,6.592412,-0.1,98,
2429,1,1,16947.62,0.0,534,53.218375,6.592412,-0.1,96,
2430,1,1,16947.62,0.0,534,53.218375,6.592412,-0.1,96,
2431,1,1,16947.62,0.0,534,53.218375,6.592412,-0.1,94,
2432,1,1,16947.62,0.0,534,53.218374,6.592412,0.0,94,
2433,1,1,16947.62,0.0,534,53.218374,6.592412,0.0,93,
2434,1,1,16947.62,0.0,534,53.218374,6.592412,0.0,94,
2435,1,1,16947.62,0.0,534,53.218374,6.592413,0.0,93,
2436,1,1,16947.62,0.0,534,53.218376,6.592414,-0.1,92,
2437,1,1,16947.62,0.0,534,53.218378,6.592418,-0.1,92,
2438,1,1,16948.72,0.9,534,53.218385,6.592427,-0.1,92,
2439,1,1,16950.95,1.55,535,53.218398,6.592442,-0.1,92,
2440,1,1,16954.17,2.3,535,53.218421,6.592467,-0.1,92,
2441,1,1,16958.15,2.97,535,53.218446,6.592505,-0.1,92,
2442,1,1,16958.15,3.3,535,53.218473,6.592546,-0.2,93,
2443,1,1,16958.15,3.65,535,53.218502,6.592578,-0.2,94,
2444,1,1,16962.12,3.67,535,53.218534,6.592591,-0.2,95,
2445,1,1,16962.12,3.54,535,53.218564,6.592576,-0.3,95,
2446,1,1,16970.19,3.81,535,53.21859,6.59253,-0.3,94,
2447,1,1,16974.84,4.54,535,53.218616,6.592459,-0.3,93,
2448,1,1,16980.43,5.48,535,53.218647,6.592371,-0.4,93,
2449,1,1,16987.39,6.47,536,53.218687,6.592275,-0.4,96,
2450,1,1,16995.42,7.37,536,53.218735,6.592171,-0.5,95,
2451,1,1,17004.26,8.18,536,53.218788,6.59206,-0.5,97,
2452,1,1,17013.74,8.89,537,53.218844,6.591942,-0.6,98,
2453,1,1,17023.79,9.51,537,53.218903,6.59182,-0.7,99,
2454,1,1,17034.4,9.94,537,53.218965,6.591695,-0.8,99,
2455,1,1,17045.35,10.28,537,53.219028,6.591571,-0.7,100,
2456,1,1,17056.36,10.25,538,53.219094,6.591453,-0.7,101,
2457,1,1,17067.05,10.23,538,53.219159,6.591349,-0.6,103,
2458,1,1,17077.21,10.0,538,53.219226,6.591258,-0.5,103,
2459,1,1,17086.91,9.79,539,53.219293,6.591178,-0.4,104,
2460,1,1,17096.15,9.61,539,53.21936,6.591107,-0.4,103,
2461,1,1,17104.97,9.44,539,53.219428,6.591043,-0.4,102,
2462,1,1,17113.49,9.25,540,53.219496,6.590984,-0.4,101,
2463,1,1,17121.84,8.52,540,53.219565,6.590929,-0.5,102,
2464,1,1,17130.26,8.51,540,53.219634,6.590876,-0.6,102,
2465,1,1,17138.73,8.52,540,53.219703,6.590825,-0.6,101,
2466,1,1,17147.28,8.54,541,53.219774,6.590775,-0.7,102,
2467,1,1,17155.85,8.59,541,53.219846,6.590725,-0.8,104,
2468,1,1,17164.5,8.66,541,53.219919,6.590675,-0.9,102,
2469,1,1,17173.26,8.75,542,53.219994,6.590624,-1.0,104,
2470,1,1,17182.14,8.85,542,53.220069,6.590573,-0.9,103,
2471,1,1,17191.14,8.97,542,53.220144,6.590521,-0.8,104,
2472,1,1,17200.24,8.99,542,53.220218,6.590469,-0.6,106,
2473,1,1,17209.25,8.92,543,53.220292,6.590417,-0.5,105,
2474,1,1,17218.08,8.85,543,53.220364,6.590365,-0.3,106,
2475,1,1,17226.79,8.78,543,53.220435,6.590313,-0.2,107,
2476,1,1,17235.45,8.75,544,53.220507,6.590262,0.0,106,
2477,1,1,17244.15,8.76,544,53.220581,6.590211,0.2,108,
2478,1,1,17252.92,8.84,544,53.220657,6.590162,0.4,109,
2479,1,1,17261.9,9.02,544,53.220735,6.590113,0.6,108,
2480,1,1,17271.15,9.22,545,53.220816,6.590066,0.9,110,
2481,1,1,17280.69,9.41,545,53.220898,6.590021,0.8,111,
2482,1,1,17290.37,9.51,545,53.220979,6.589976,0.7,119,
2483,1,1,17299.99,9.48,546,53.22106,6.589933,0.5,118,
